sentence	label
i 'd like information on the least expensive airfare round trip from pittsburgh to boston	3
does continental fly from denver to pittsburgh	14
i 'd like to find the least expensive one way fare from boston to philadelphia	3
airline and flight number from columbus to minneapolis	7
airports	8
what airlines from washington dc to columbus	6
round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars	3
what do these cost	3
show me the flights on continental from indianapolis to san diego in the afternoon tomorrow	14
give me a list of airlines in pittsburgh	6
flights from miami to cleveland	14
could you tell me if there is ground transportation between the boston airport and boston downtown	21
show flights from philadelphia to boston	14
what delta flights are available from pittsburgh to san francisco	14
show me all flights to philadelphia in the evening	14
shortest flight from ontario california to orlando florida	14
are there any flights after 9 pm from san francisco to washington	14
i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday	14
i 'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth	14
what limousine service in los angeles	21
well i 'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning	1
show me the flights from pittsburgh to san francisco	14
what flights are there from nashville to houston tomorrow evening that serve dinner	14
how many first class flights does united have leaving from all cities today	24
display all flights from san francisco to boston on august eighth	14
what 's the latest flight from houston to dallas	14
please list the american airlines flights from houston to milwaukee	14
i would like to book an early morning flight from tampa to charlotte on april sixth	14
show me flights from denver to dc on wednesday	14
show me the flights from philadelphia to dallas with one stop	14
morning flight from boston to philadelphia	14
what price is a limousine service in boston	20
please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver	14
what are the sunday flights from oakland to washington dc	14
what flights on united leave la guardia for san jose and arrive around 10 pm	14
what are the flights from pittsburgh to denver and back	14
what 's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon	14
what are the flights from montreal to chicago	14
list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon	14
what is fare code q	0
all right what us air flights leave from indianapolis to san diego after 130 in the afternoon	14
on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm	14
give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time	14
flights from atlanta please	14
show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal	14
what is the latest flight from milwaukee to seattle tomorrow	14
what flights are there on wednesday evening from denver to sfo	14
what does restriction ap 57	0
i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday	14
i need a flight tomorrow from atlanta to baltimore	14
